title,link,organization,rating,skills,difficulty,duration
The Strategy of Content Marketing,https://www.coursera.org/learn/content-marketing,"University of California, Davis",4.5,"Content Marketing, Content Performance Analysis, Content Strategy, Marketing Strategies, Content Creation, Strategic Marketing, Social Media Strategy, Marketing, Multimedia, Copywriting, Branding, Target Audience, Persona Development, Business Ethics, Writing",Intermediate,1 - 3 Months
"Songwriting: Writing, Arranging, and Producing Music",https://www.coursera.org/specializations/songwriting,Berklee,4.8,"File Management, Music Theory, Musical Composition, Music, Peer Review, Instrumental Music, Storytelling, Music Performance, Performing Arts, Automation, Editing, Software Installation, Creativity, Writing",Beginner,3 - 6 Months
Next-Gen Workplace Automation with GenAI,https://www.coursera.org/specializations/next-gen-workplace-automation-with-genai,Coursera Instructor Network,4.4,"Prompt Engineering, Productivity, Generative AI, ChatGPT, Automation, Workflow Management, Report Writing, Team Performance Management, Digital Transformation, OpenAI, Marketing Materials, Team Management, Generative AI Agents, Copywriting, Productivity Software, Return On Investment, Innovation, Operational Efficiency, Performance Reporting, Customer Support",Intermediate,1 - 3 Months
Start Your Freelance Video Editing Career,https://www.coursera.org/specializations/startyourfreelancevideoeditingcareer,Skillshare,,"Constructive Feedback, Video Editing, Client Services, Rapport Building, Social Media Marketing, Data Storage, Sales Presentation, Videography, Verbal Communication Skills, Style Guides, Customer Relationship Building, Data Storage Technologies, Social Media, Post-Production, Workflow Management, File Management, Social Media Strategy, Customer Relationship Management, Cloud Storage, Organizational Skills",Beginner,3 - 6 Months
"AI for Business: Branding, Creative Content, and Marketing",https://www.coursera.org/specializations/useaitogrowyourbusiness-brandingcreativecontentandai-poweredmarketing,Skillshare,,"Prompt Engineering, ChatGPT, Logo Design, Canva (Software), Generative AI, Artificial Intelligence, Video Production, Storytelling, Video Editing, Animations, Education Software and Technology, Content Creation, Creative Design, Generative AI Agents, Motion Graphics, AI Personalization, Brand Strategy, Social Media Content, Branding, Marketing",Beginner,3 - 6 Months
Strategic Communication Campaigns,https://www.coursera.org/specializations/strategic-communication-campaigns,University of Colorado Boulder,4.7,"Strategic Communication, Communication Planning, Target Audience, Campaign Management, Advertising, Marketing Communications, Advertising Campaigns, Resource Allocation, Media Strategy, Brand Management, Public Relations, Brand Strategy, Paid media, Social Media Campaigns, Marketing, Earned Media, Business Strategy, Communication, Business Communication, Business Process",Beginner,1 - 3 Months
Financial Analysis - Skills for Success,https://www.coursera.org/specializations/financial-analysis-skills-for-success,University of Illinois Urbana-Champaign,4.7,"Financial Statements, Financial Statement Analysis, Financial Forecasting, Financial Accounting, Variance Analysis, Financial Analysis, Income Statement, Balance Sheet, Performance Measurement, Management Accounting, Return On Investment, Revenue Forecasting, Cash Flow Forecasting, Financial Management, Cost Management, Financial Data, Budgeting, Finance, Accounting, Business Valuation",Beginner,1 - 3 Months
Fundamentals of Financial Analysis,https://www.coursera.org/learn/fundamentals-of-financial-analysis,London Business School,4.2,"Financial Statement Analysis, Financial Analysis, Financial Statements, Balance Sheet, Financial Reporting, Income Statement, Return On Investment, Accounting, Investments, Cash Flows, Asset Management",Beginner,1 - 4 Weeks
SAP Business Analyst,https://www.coursera.org/professional-certificates/sap-business-analyst,SAP,4.3,"User Story, Business Process Modeling, Risk Analysis, Performance Measurement, Stakeholder Management, Process Analysis, Business Analysis, Risk Management, Requirements Elicitation, Requirements Management, Process Mapping, Stakeholder Engagement, Process Improvement, Business Systems Analysis, Business Risk Management, Gap Analysis, Enterprise Risk Management (ERM), Stakeholder Communications, Business Requirements, User Requirements Documents",Beginner,3 - 6 Months
IBM Systems Analyst,https://www.coursera.org/professional-certificates/ibm-systems-analyst,IBM,4.7,"Data Storytelling, Test Planning, Business Analysis, Business Process Modeling, Process Optimization, Data Visualization, Requirements Management, Business Requirements, Systems Design, Stakeholder Management, Process Analysis, Data Modeling, Stakeholder Engagement, Systems Analysis, Software Quality Assurance, Information Technology, Business Systems Analysis, Computer Hardware, Agile Methodology, Database Management",Beginner,3 - 6 Months
Microsoft Business Analyst,https://www.coursera.org/professional-certificates/microsoft-business-analyst,Microsoft,4.6,"Microsoft Power Platform, Excel Formulas, Process Flow Diagrams, Business Process Modeling, User Story, Business Requirements, Stakeholder Management, Data Modeling, Microsoft Excel, Software Development Life Cycle, Requirements Analysis, Requirements Elicitation, Quality Management, Pivot Tables And Charts, Microsoft Visio, Power BI, Microsoft Power Automate/Flow, Business Analysis, Scrum (Software Development), Data Analysis",Beginner,3 - 6 Months
Finance & Quantitative Modeling for Analysts,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,University of Pennsylvania,4.5,"Return On Investment, Financial Reporting, Capital Budgeting, Financial Statements, Financial Modeling, Mathematical Modeling, Statistical Modeling, Regression Analysis, Business Modeling, Income Statement, Financial Analysis, Risk Analysis, Cash Flows, Business Mathematics, Financial Planning, Corporate Finance, Predictive Analytics, Spreadsheet Software, Google Sheets, Microsoft Excel",Beginner,3 - 6 Months
IBM Business Analyst,https://www.coursera.org/professional-certificates/ibm-business-analyst-professional-certificate,IBM,4.7,"Data Storytelling, Requirements Elicitation, Risk Mitigation, Business Analysis, Business Process Modeling, Risk Analysis, Project Scoping, Process Optimization, Data Visualization, Requirements Management, Prompt Engineering, Risk Management, Business Requirements, Stakeholder Management, Work Breakdown Structure, Stakeholder Engagement, Excel Formulas, Microsoft Excel, Business Analytics, Analysis",Beginner,3 - 6 Months
Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity,Google,4.8,"Threat Modeling, Network Security, Incident Response, Vulnerability Management, Computer Security Incident Management, Hardening, Intrusion Detection and Prevention, Cyber Threat Intelligence, Threat Management, Cyber Attacks, Cybersecurity, Network Protocols, Cloud Security, Vulnerability Assessments, Bash (Scripting Language), Debugging, Linux, Interviewing Skills, Python Programming, SQL",Beginner,3 - 6 Months
Financial Statement Analysis,https://www.coursera.org/learn/financial-statement-analysis,Intuit,4.6,"Reconciliation, Financial Statements, Financial Statement Analysis, Income Statement, Balance Sheet, Financial Analysis, Accounting, Analysis, Cash Flows, Sales Tax, Equities, Payroll",Beginner,1 - 4 Weeks
Business Foundations,https://www.coursera.org/specializations/wharton-business-foundations,University of Pennsylvania,4.7,"Operations Management, Return On Investment, Operational Efficiency, Financial Statements, Financial Statement Analysis, Finance, Human Capital, Go To Market Strategy, Process Analysis, Branding, Process Management, People Management, Financial Reporting, Capital Budgeting, Financial Accounting, Financial Modeling, Marketing, Marketing Planning, Peer Review, Corporate Finance",Beginner,3 - 6 Months
CISA: Certified Information Systems Auditor,https://www.coursera.org/specializations/packt-cisa-certified-information-systems-auditor,Packt,4.6,"Service Level Agreement, Data Governance, Systems Development Life Cycle, Data Loss Prevention, Security Testing, Network Security, Software Development Life Cycle, IT Management, Systems Development, Incident Management, Problem Management, Database Management Systems, Control Objectives for Information and Related Technology (COBIT), Cryptography, Cloud Management, Software Development Methodologies, Auditing, Risk Management Framework, Internal Controls, Risk Analysis",Intermediate,3 - 6 Months
Tally Bookkeeper,https://www.coursera.org/professional-certificates/tally-bookkeeper,Tally Education and Distribution Services Private Limited,4.6,"Accounts Payable and Receivable, Accounting, Financial Reporting, Bookkeeping, Accounting Software, Budgeting, Accounting and Finance Software, Financial Accounting, Tax Returns, Data Import/Export, Inventory Management System, Order Management, Tax Management, Tax, General Ledger, Inventory Accounting, Tax Compliance, Billing & Invoicing, Finance, Banking",Beginner,3 - 6 Months
Exam Prep: Certified Information Systems Auditor (CISA),https://www.coursera.org/specializations/exam-prep-certified-information-systems-auditor-cisa,Whizlabs,,"Audit Planning, Data Security, Network Security, Disaster Recovery, Business Continuity Planning, Security Testing, Cybersecurity, Infrastructure Security, Identity and Access Management, Database Management, Enterprise Architecture, Database Administration, Compliance Management, Regulatory Compliance, Auditing, Quality Assurance, Cloud Computing, OSI Models, Asset Management, Quality Management",Intermediate,1 - 3 Months
初級會計學二：資產與負債 (Financial Accounting 102),https://www.coursera.org/learn/-financial-accounting-102,National Taiwan University,,"Financial Statement Analysis, Accounts Receivable, Financial Statements, Accounts Payable and Receivable, Balance Sheet, Inventory Control, Financial Accounting, Business Economics, Accounting, General Accounting, Property Accounting, Fixed Asset, Generally Accepted Accounting Principles (GAAP), Depreciation, Asset Management",Beginner,1 - 3 Months
Introduction to Finance and Accounting,https://www.coursera.org/specializations/finance-accounting,University of Pennsylvania,4.6,"Financial Statements, Return On Investment, Financial Statement Analysis, Financial Reporting, Capital Budgeting, Financial Accounting, Financial Modeling, Working Capital, Balance Sheet, Accrual Accounting, Accounting, Cash Flows, Income Statement, Finance, Financial Analysis, Tax Planning, Equities, Financial Planning, Corporate Finance, Business Valuation",Beginner,3 - 6 Months
Auditing I: Conceptual Foundations of Auditing,https://www.coursera.org/learn/auditing-part1-conceptual-foundations,University of Illinois Urbana-Champaign,4.7,"Financial Auditing, Auditing, Auditors Report, Generally Accepted Auditing Standards, Audit Planning, External Auditing, Certified Public Accountant, Financial Reporting, Internal Controls, Quality Assessment, Ethical Standards And Conduct, Financial Statements, Business Ethics, Risk Analysis",Intermediate,1 - 3 Months
Financial Reporting,https://www.coursera.org/specializations/financial-reporting,University of Illinois Urbana-Champaign,4.7,"Balance Sheet, Revenue Recognition, Financial Accounting, Financial Reporting, Depreciation, Financial Statement Analysis, Generally Accepted Accounting Principles (GAAP), Accounts Receivable, Accounting, Inventory Accounting, Income Statement, Financial Statements, Cash Management, Accrual Accounting, Tax Management, Fixed Asset, Cash Flows, Asset Management, International Financial Reporting Standards, Technical Accounting",Intermediate,3 - 6 Months
Cost Accounting,https://www.coursera.org/specializations/costaccounting,Technical University of Munich (TUM),4.6,"Cost Accounting, Management Accounting, Income Statement, Operating Cost, Cost Management, Inventory Accounting, Profit and Loss (P&L) Management, Gross Profit, Strategic Decision-Making, Accounting, Product Planning, Resource Allocation, Product Assortment, Depreciation, Financial Accounting, Production Process, Financial Statements, Price Negotiation, Capacity Management, Decision Making",Beginner,1 - 3 Months
Fundamentals of Accounting,https://www.coursera.org/specializations/accounting-fundamentals,University of Illinois Urbana-Champaign,4.6,"Management Accounting, Income Statement, Financial Statements, Performance Measurement, Balance Sheet, Organizational Strategy, Financial Statement Analysis, Capacity Management, Cost Accounting, Cost Control, Cash Flows, Financial Accounting, Financial Reporting, Financial Analysis, Accounting, Budget Management, Business Metrics, Operational Analysis, Product Management, Strategic Decision-Making",Beginner,3 - 6 Months
Accounting 1,https://www.coursera.org/learn/accounting-1,University of Lausanne,4.7,"Balance Sheet, Income Statement, Cash Flows, Financial Accounting, Financial Statements, Accounting, Bookkeeping, Working Capital, General Accounting, Accrual Accounting, Financial Reporting, Financial Analysis, Ledgers (Accounting), Profit and Loss (P&L) Management, Accounts Payable and Receivable, Reconciliation",Beginner,1 - 3 Months
Introduction to Financial Accounting: The Accounting Cycle,https://www.coursera.org/specializations/accounting,"University of California, Irvine",4.7,"Ledgers (Accounting), Accounting Systems, Accounting, Month End Closing, Accounting Records, Bookkeeping, Financial Accounting, Financial Statements, General Accounting, General Ledger, Accrual Accounting, Standard Accounting Practices, Financial Reporting, Accruals, Income Statement, Balance Sheet, Revenue Recognition, Business Ethics, Ethical Standards And Conduct, Reconciliation",Beginner,1 - 3 Months
Bookkeeping Basics,https://www.coursera.org/learn/bookkeeping-basics,Intuit,4.6,"Bookkeeping, QuickBooks (Accounting Software), Financial Statements, Accounting Software, Ledgers (Accounting), Accounting, Accounting Records, Balance Sheet, Income Statement, General Ledger, Ethical Standards And Conduct, Cash Flows",Beginner,1 - 4 Weeks
Introduction to Financial Accounting,https://www.coursera.org/learn/wharton-accounting,University of Pennsylvania,4.7,"Financial Statements, Financial Statement Analysis, Financial Reporting, Financial Accounting, Balance Sheet, Accrual Accounting, Financial Analysis, Accounting, Cash Flows, Income Statement, Bookkeeping, Revenue Recognition, Depreciation",Mixed,1 - 4 Weeks
Generative AI HR Professional,https://www.coursera.org/specializations/generative-ai-hr-professional,Vanderbilt University,4.8,"Prompt Engineering, ChatGPT, Generative AI, Productivity, Artificial Intelligence, Large Language Modeling, Human Resources, Management Training And Development, Employee Performance Management, Performance Review, Professional Development, Policy Development, New Hire Orientations, Communication, Communication Planning, Human Development, Recruitment, Interviewing Skills, Talent Recruitment, Policy Analysis",Beginner,1 - 3 Months
Generative AI for Human Resources (HR) Professionals,https://www.coursera.org/specializations/generative-ai-for-human-resources,IBM,4.7,"Prompt Engineering, ChatGPT, Generative AI, HR Tech, Human Resources Software, Human Resources Management and Planning, OpenAI, Human Resources, Workforce Planning, Human Resource Strategy, Data Ethics, Large Language Modeling, Artificial Intelligence, Program Development, Employee Engagement, Content Creation, Recruitment, IBM Cloud, Image Analysis, Performance Appraisal",Intermediate,1 - 3 Months
Human Resource Management: HR for People Managers,https://www.coursera.org/specializations/human-resource-management,University of Minnesota,4.8,"Performance Management, Performance Appraisal, Performance Review, Compensation Management, Compensation Strategy, Compensation and Benefits, Constructive Feedback, Workforce Planning, Human Resource Strategy, Human Resources, Employee Onboarding, Recruitment, Employee Performance Management, Recruitment Strategies, Human Capital, Compensation Analysis, Talent Acquisition, Human Resources Management and Planning, People Management, Job Analysis",Beginner,3 - 6 Months
Generative AI for HR Professionals,https://www.coursera.org/learn/generative-ai-for-hr-professionals,Vanderbilt University,5.0,"Human Resources, Technical Communication, Human Resource Strategy, Technical Documentation, AI Personalization, Prompt Engineering, Employee Training, Generative AI, Persona Development, Interviewing Skills, Performance Review, Analysis",Beginner,1 - 4 Weeks
HRCI Human Resource Associate,https://www.coursera.org/professional-certificates/hrci-human-resource-associate,HRCI,4.8,"Talent Acquisition, Training and Development, Compensation and Benefits, Training Programs, Recruitment, Employee Training, Full Cycle Recruitment, Job Analysis, Employee Performance Management, Compensation Management, Performance Appraisal, Job Evaluation, Developing Training Materials, Compensation Strategy, Performance Management, Human Resource Policies, Employee Relations, Occupational Safety And Health, Business Continuity Planning, Risk Management",Beginner,3 - 6 Months
Generative AI for HR Professionals,https://www.coursera.org/learn/generativeaiforhrprofessionals,Fractal Analytics,,"Prompt Engineering, HR Tech, Generative AI Agents, Data Ethics, ChatGPT, Human Resources, Verification And Validation, Ethical Standards And Conduct, Recruitment, Employee Engagement, Talent Acquisition, Diversity and Inclusion, Compliance Management",Intermediate,1 - 4 Weeks
Human Resources Analytics,https://www.coursera.org/learn/human-resources-analytics,"University of California, Irvine",4.6,"Data Storytelling, Data-Driven Decision-Making, Training and Development, Performance Metric, Compensation Management, Human Resources, Human Resource Strategy, Workforce Planning, Business Analytics, Data Analysis, Employee Engagement, Recruitment, Talent Acquisition, Employee Retention",Mixed,1 - 4 Weeks
ADP Entry-Level Payroll Specialist,https://www.coursera.org/professional-certificates/adp-payroll-specialist,"Automatic Data Processing, Inc. (ADP)",4.7,"Payroll, Payroll Processing, Payroll Systems, Payroll Tax, Payroll Reporting, Payroll Administration, Compensation Strategy, Tax Management, Data Entry, Employee Onboarding, Labor Compliance, Labor Law, Compensation Management, Compensation and Benefits, Non-Profit Accounting, Payment Processing and Collection, Workforce Development, Tax Compliance, Human Resources, Data Analysis",Beginner,3 - 6 Months
The Business of Health Care,https://www.coursera.org/specializations/healthcare-administration-management,University of Pennsylvania,4.6,"People Management, Financial Reporting, Financial Statements, Operations Management, Health Disparities, Income Statement, Employee Performance Management, Financial Analysis, Leadership and Management, Health Systems, Health Equity, Health Care Administration, Innovation, Process Improvement and Optimization, Decision Making, Organizational Structure, Performance Improvement, Health Care Procedure and Regulation, Health Care, Insurance",Beginner,3 - 6 Months
"Strategic HRM: Talent, Performance, Compensation Design",https://www.coursera.org/learn/strategic-hrm-talent-performance-compensation-design,Coursera Instructor Network,4.7,"Performance Appraisal, Human Resource Strategy, Human Resources, Compensation Strategy, Talent Management, Compensation Management, Performance Management, Organizational Development, Employee Engagement, Workforce Development, Talent Acquisition, Employee Retention",Beginner,1 - 4 Weeks
Professional Skills for the Workplace,https://www.coursera.org/specializations/professional-skills-for-the-workplace,"University of California, Davis",4.8,"Problem Solving, Active Listening, Growth Mindedness, Adaptability, Emotional Intelligence, Relationship Management, Empathy, Brainstorming, Critical Thinking, Resilience, Social Skills, Communication Strategies, Creative Thinking, Professional Development, Personal Development, Constructive Feedback, Lifelong Learning, Positivity, Overcoming Obstacles, Growth Strategies",Beginner,3 - 6 Months
Workplace Psychological Health and Safety,https://www.coursera.org/specializations/wphs,University of Alberta,,"Conflict Management, Safety Culture, Diversity Equity and Inclusion Initiatives, Team Leadership, Stress Management, Organizational Leadership, Mental Health, People Management, Rapport Building, Leadership, Leadership and Management, Diversity and Inclusion, Industrial and Organizational Psychology, Occupational Safety And Health, Leadership Development, Emotional Intelligence, Employee Engagement, Empathy, Resilience, Communication",Beginner,3 - 6 Months
SHRM Certified Professional (SHRM-CP) Exam Prep,https://www.coursera.org/specializations/shrm,Board Infinity,3.9,"Talent Acquisition, Human Resources, Diversity Equity and Inclusion Initiatives, Recruitment Strategies, Human Resource Strategy, Leadership Development, Organizational Development, Talent Recruitment, HR Tech, Human Capital, Organizational Change, Communication, Strategic Leadership, Organizational Effectiveness, Leadership Studies, Human Resources Information System (HRIS), Workforce Development, Intercultural Competence, Employee Training, Innovation",Intermediate,1 - 3 Months
Payroll & HR Management,https://www.coursera.org/learn/payroll-hr--management,Tally Education and Distribution Services Private Limited,4.3,"Payroll, Payroll Systems, Payroll Administration, Payroll Processing, Payroll Reporting, Income Tax, Human Resources Software, Compensation Management, Tax Compliance, Tax Laws",Intermediate,1 - 4 Weeks
Gender Analytics: Gender Equity through Inclusive Design,https://www.coursera.org/specializations/gender-analytics,University of Toronto,4.8,"Human Centered Design, User Experience Design, Organizational Change, User Research, Design Thinking, Change Management, Design Research, Product Design, Data Ethics, Data Collection, Quantitative Research, Prototyping, Influencing, Organizational Leadership, Data Analysis, Analytics, Diversity Awareness, Diversity and Inclusion, Innovation, Leadership",Beginner,3 - 6 Months
Goodwill® Career Coach and Navigator,https://www.coursera.org/professional-certificates/goodwill-career-coach-and-navigator,Goodwill Industries International,4.7,"Constructive Feedback, Interviewing Skills, Communication, Coaching, Accountability, Client Services, Virtual Teams, Customer Relationship Building, Professional Development, Diversity and Inclusion, Workforce Development, Recruitment, Ethical Standards And Conduct, Relationship Management, Active Listening, Telecommuting, Needs Assessment, Employee Onboarding, Empathy, Human Services",Beginner,3 - 6 Months
Google IT Support,https://www.coursera.org/professional-certificates/google-it-support,Google,4.8,"Computer Networking, Package and Software Management, Network Troubleshooting, Systems Administration, Cloud Infrastructure, IT Infrastructure, Information Systems Security, TCP/IP, Network Security, File Systems, Microsoft Windows, Computer Security, Network Architecture, Application Security, Desktop Support, Computer Hardware, Technical Support, Interviewing Skills, Applicant Tracking Systems, Professional Development",Beginner,3 - 6 Months
Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management,Google,4.8,"Quality Management, Project Management Life Cycle, Requirements Analysis, Project Scoping, Project Closure, Project Management, Project Planning, Agile Project Management, Continuous Improvement Process, Project Controls, Backlogs, Stakeholder Communications, Milestones (Project Management), Quality Assessment, Team Management, Agile Methodology, Project Documentation, Change Management, Interviewing Skills, Applicant Tracking Systems",Beginner,3 - 6 Months
Accelerate Your Job Search with AI,https://www.coursera.org/learn/accelerate-your-job-search-with-ai,Google,4.8,"Interviewing Skills, Applicant Tracking Systems, Professional Development, Generative AI, Prompt Engineering, Personal Attributes, Problem Solving, Communication",Beginner,1 - 4 Weeks
IBM and ISC2 Cybersecurity Specialist,https://www.coursera.org/professional-certificates/ibm-isc2-cybersecurity-specialist,Multiple educators,4.7,"Network Security, Incident Response, Cloud Computing Architecture, Penetration Testing, Computer Security Incident Management, Cloud Services, Business Continuity, Disaster Recovery, Security Controls, Peripheral Devices, Configuration Management, Cybersecurity, Computing Platforms, Governance, Cloud Security, Cloud Technologies, Network Troubleshooting, Application Security, Information Technology, Cryptography",Beginner,3 - 6 Months
Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design,Google,4.8,"Responsive Web Design, Storyboarding, Wireframing, User Experience Design, UI/UX Research, Usability Testing, Information Architecture, Presentations, User Research, Figma (Design Software), Design Reviews, Persona (User Experience), Web Content Accessibility Guidelines, Mobile Development, User Story, Cross Platform Development, Data Ethics, Usability, Interviewing Skills, Applicant Tracking Systems",Beginner,3 - 6 Months
English for Career Development,https://www.coursera.org/learn/careerdevelopment,University of Pennsylvania,4.8,"English Language, Vocabulary, Writing, Business Writing, Interviewing Skills, Verbal Communication Skills, Business Correspondence, Social Skills, Professional Networking, Business Communication, Communication",Mixed,1 - 3 Months
"Career Launchpad Essentials: SOP, Resume & Interview Prep",https://www.coursera.org/specializations/career-launchpad-essentials-sop-resume-interview-prep,Board Infinity,,"Active Listening, Business Writing, Interviewing Skills, Presentations, Applicant Tracking Systems, Public Speaking, Communication, Conflict Management, Storytelling, Interpersonal Communications, Business Communication, Constructive Feedback, Verbal Communication Skills, Stress Management, Personal Development, Writing, Content Development and Management, Generative AI Agents, LinkedIn, Job Analysis",Beginner,3 - 6 Months
Mastering Self Management Skills for Career Growth,https://www.coursera.org/specializations/mastering-self-management-skills,LearnKartS,4.6,"Prioritization, Conflict Management, Productivity, Active Listening, De-escalation Techniques, Time Management, Negotiation, Contract Negotiation, Critical Thinking, Creative Thinking, Brainstorming, Problem Solving, Growth Mindedness, Emotional Intelligence, Stress Management, Professionalism, Communication, Business Ethics, Self-Awareness, Goal Setting",Beginner,3 - 6 Months
User Experience Research and Design,https://www.coursera.org/specializations/michiganux,University of Michigan,4.7,"UI/UX Research, Surveys, Qualitative Research, Usability Testing, User Experience Design, User Research, User Experience, User Story, Prototyping, Wireframing, User Centered Design, Survey Creation, Sampling (Statistics), Design Research, Interaction Design, Ideation, A/B Testing, Conceptual Design, Web Analytics, User Interface (UI)",Beginner,3 - 6 Months
Conduct UX Research and Test Early Concepts,https://www.coursera.org/learn/conduct-ux-research,Google,4.8,"UI/UX Research, Usability Testing, Presentations, User Experience Design, User Research, Mobile Development, Data Ethics, Research Design, Prototyping, Technical Communication, Information Privacy",Beginner,1 - 4 Weeks
Enhancing Reproducible Science with GitHub and Docker,https://www.coursera.org/specializations/reproducible-science,Fred Hutchinson Cancer Center,,"Code Review, Version Control, GitHub, Package and Software Management, CI/CD, Continuous Integration, Open Source Technology, Development Environment, Continuous Deployment, Application Deployment, Software Development Tools, Docker (Software), Continuous Delivery, Containerization, Scientific Methods, Data Sharing, Git (Version Control System), Automation, Software Documentation, Technical Documentation",Beginner,3 - 6 Months
Foundations of User Experience (UX) Design,https://www.coursera.org/learn/foundations-user-experience-design,Google,4.8,"User Research, User Experience Design, Design Thinking, User Centered Design, Usability, Persona (User Experience), Usability Testing, Web Content Accessibility Guidelines, Wireframing, Prototyping, Sprint Retrospectives, Sprint Planning",Beginner,1 - 4 Weeks
Prompt Engineering for ChatGPT,https://www.coursera.org/learn/prompt-engineering,Vanderbilt University,4.8,"Prompt Engineering, ChatGPT, Productivity, Generative AI, Artificial Intelligence, Large Language Modeling, Creative Thinking, Ingenuity, Brainstorming, Problem Solving, Application Development, Collaboration",Beginner,1 - 3 Months
Coding for Everyone: C and C++,https://www.coursera.org/specializations/coding-for-everyone,"University of California, Santa Cruz",4.5,"C++ (Programming Language), Debugging, C (Programming Language), Object Oriented Programming (OOP), Software Design Patterns, Programming Principles, Data Structures, Computer Programming, Algorithms, Command-Line Interface, Graph Theory, Program Development, Computer Science, Computational Thinking, Integrated Development Environments, Artificial Intelligence, File Systems, Game Design",Beginner,3 - 6 Months
Google Business Intelligence,https://www.coursera.org/professional-certificates/google-business-intelligence,Google,4.8,"Data Modeling, Stakeholder Engagement, Database Design, Dashboard, Business Intelligence, Extract, Transform, Load, Tableau Software, Data Warehousing, Stakeholder Communications, Data Pipelines, Interactive Data Visualization, Data Integrity, Data Visualization, Interviewing Skills, Applicant Tracking Systems, Business Process, Business Analysis, Professional Development, Data Analysis, SQL",Advanced,3 - 6 Months
IBM DevOps and Software Engineering,https://www.coursera.org/professional-certificates/devops-and-software-engineering,IBM,4.6,"User Story, CI/CD, Istio, Open Web Application Security Project (OWASP), Continuous Integration, Software Development Life Cycle, Software Architecture, Linux Commands, Kubernetes, Cloud Computing Architecture, Application Deployment, Test Driven Development (TDD), Gherkin (Scripting Language), Git (Version Control System), Flask (Web Framework), DevOps, Jupyter, Grafana, Software Engineering, Application Development",Beginner,3 - 6 Months
IBM iOS and Android Mobile App Developer,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc,IBM,4.6,"React Native, Prompt Engineering, Software Development Life Cycle, Flutter (Software), Software Architecture, Swift Programming, Apple Xcode, Mobile Development, Android Studio, User Centered Design, Android Development, Apple iOS, React Redux, Git (Version Control System), GitHub, React.js, Cascading Style Sheets (CSS), Software Design, Android (Operating System), AI Personalization",Beginner,3 - 6 Months
Excel Skills for Business,https://www.coursera.org/specializations/excel,Macquarie University,4.9,"Microsoft Excel, Dashboard, Excel Formulas, Data Visualization, Spreadsheet Software, Excel Macros, Data Validation, Data Entry, Data Analysis Expressions (DAX), Data Cleansing, Data Modeling, Financial Forecasting, Workflow Management, Finance, Business Intelligence Software, Consolidation, Data Integrity, Productivity Software, Business Reporting, Financial Modeling",Beginner,3 - 6 Months
Meta React,https://www.coursera.org/specializations/meta-react-specialization,Meta,4.7,"Jest (JavaScript Testing Framework), React.js, Web Development Tools, Web Applications, Event-Driven Programming, Application Programming Interface (API), Application Development, UI Components, Unit Testing, Front-End Web Development, Software Design Patterns, HTML and CSS, Javascript, Continuous Integration, Integration Testing",Intermediate,1 - 3 Months
IBM Product Owner,https://www.coursera.org/professional-certificates/ibm-product-owner,IBM,4.7,"User Story, Sprint Retrospectives, Backlogs, Agile Product Development, Agile Software Development, Scrum (Software Development), Stakeholder Communications, Agile Methodology, Kanban Principles, Generative AI, Product Roadmaps, Virtual Teams, Information Technology, Agile Project Management, Computer Hardware, ChatGPT, Stakeholder Management, Sprint Planning, Product Management, Market Intelligence",Beginner,3 - 6 Months
IBM IT Scrum Master,https://www.coursera.org/professional-certificates/ibm-it-scrum-master,IBM,4.8,"User Story, Software Development Life Cycle, Software Architecture, Sprint Retrospectives, Agile Software Development, Kanban Principles, DevOps, Backlogs, Software Design, Scrum (Software Development), Information Technology, Agile Project Management, Software Engineering, Computer Hardware, Software Design Patterns, Agile Methodology, Sprint Planning, Leadership, Risk Management, Communication",Beginner,3 - 6 Months
Python for Everybody,https://www.coursera.org/specializations/python,University of Michigan,4.8,"Web Scraping, Data Processing, Relational Databases, Data Visualization, JSON, Database Design, SQL, Network Protocols, Web Services, Restful API, Data Modeling, Programming Principles, Application Programming Interface (API), Database Systems, Database Management, Extensible Markup Language (XML), Data Structures, Data Collection, Computer Programming, Python Programming",Beginner,3 - 6 Months
Microsoft Python Development,https://www.coursera.org/professional-certificates/microsoft-python-developer,Microsoft,4.4,"Web Scraping, Data Structures, Git (Version Control System), Generative AI, Version Control, Matplotlib, Plotly, DevOps, Agile Methodology, Web Development, Data Ethics, Flask (Web Framework), Data Visualization, Scripting, GitHub, Debugging, Data Cleansing, Data Analysis, Automation, Cloud Computing",Beginner,3 - 6 Months
Crash Course on Python,https://www.coursera.org/learn/python-crash-course,Google,4.8,"Programming Principles, Python Programming, Computer Programming, Computational Thinking, Algorithms, Problem Management, Data Structures, Integrated Development Environments, Debugging, Development Environment",Beginner,1 - 3 Months
Programming in Python,https://www.coursera.org/learn/programming-in-python,Meta,4.6,"Object Oriented Programming (OOP), Unit Testing, Test Driven Development (TDD), Programming Principles, Software Testing, Data Structures, Python Programming, Computer Programming, Development Environment, Integrated Development Environments, Debugging, Django (Web Framework), Cloud Hosting",Beginner,1 - 3 Months
